username,rating,review,date,thumbs_up,sentiment
Marwa Ada,1,buruk udah nunggu lama nga di kirim,2025-10-21,1,negatif
nona oktavia,1,Sumpah kalo ngasih driver jangan jauh-jauh banget tolongggg,2025-10-21,1,negatif
ULIN NUHA,3,kurang bagus untuk go food pertama antiran bisa sejam lebih tapi tidak bisa di antar atau di cancel dari toko sana saya pesan dari jam 7 malam nunggu sampai jam 10 malam barang di cancel tidak di kirim saya sangat kelaparan berharap makanan datang hadehhh,2025-10-21,1,netral
Hayya Fadya,1,"Order gofud udah nungguin 1 jam gak dapat driver, tiba tiba cancel. Perut udah lapar malah gak jelas",2025-10-21,1,negatif
arif dexter,2,Pada saat order gofood seringkali lama banget mendapatkan driver alhasil telat menunggu lama dan pihak buyer tidak mendapatkan kompensasi dari gojek!!!,2025-10-21,1,negatif
Karina Nayla,5,pelayan dapat drivernya cepat ongkos juga terjangkau palayan driver juga memuaskan semua terimakasih 🙏,2025-10-21,0,positif
Nova Plg,5,cepat tangkas,2025-10-21,0,positif
axor,3,"banyak driver kurang bersih, helem jorok.mapnya lemot. di map kita belum sampai titik. tapi di mareka sdh. akhirnya driver marah2. mareka bisa kasih kita bintang jelek. dan kita tdk tau. akhirnya bikin driver yang lain cancel kita terus. gara-gara tdk kasih tip. padahal kita aja paylater. sementara klo kita kasih bintang jelek k mareka karena sikap dan kurang hati2 bawa motor. bisa kita di datangin ke rumah. mahal dibandingkan dengan aplikasi lain.",2025-10-21,2,netral
adi purnomoneo,5,bagus dan lumayan harganya,2025-10-21,0,positif
Danu Kurniadi,1,busuuuukkkk....,2025-10-21,1,negatif
augi firmansah,5,wahh ga nyangka bisa sebagus ini,2025-10-21,1,positif
Sayur Mayur,1,"Aplikasi tersampah yang pernah ada!! Gila pesen makanan nunggu 1 jam, pas udh mau nganter dibatalin. Gojek tidak ada ganti rugi waktu. Sampah! GAK AKAN PAKAI GOJEK LAGI SAMPAI KAPANPUN!!! GRAB memang paling terbaik di Indonesia. Grabfood paling fast, jemput fast, bahkan kalau kejadian seperti ini diganti rugi sama grab. Tidak pernah mengecewakan grab. Mau nyaman, aman ? PILIH GRAB",2025-10-21,1,negatif
Paridah Ariyani,5,"seneng banget, jadi terbantu perjalanan dgn gojek,.",2025-10-21,0,positif
Zoey Lovieta,5,aplikasi yg mudah dan gercep penanganannya...,2025-10-21,0,positif
veyne eirwen,1,"mau pesen makanan ngeselin banget asli, sekiranya dalam waktu 10 menit belum dapet driver minimal bisa di batalin. masa harus nunggu 1 jam dulu baru bisa di batalin?? hellooo?? gue laper kocak nungguin sejam ga dapet driver, kocak banget, bisa kasi bintang nol ga sih?",2025-10-21,1,negatif
Aydin Arjuna,5,enak murah,2025-10-21,0,positif
chiara abrina,1,"susah dpt driver, suka d batalin tiba² jelek bgttt apknyaaa!!!!!!",2025-10-21,1,negatif
Rizqy Altamis,5,"mantab, tepat waktu",2025-10-21,0,positif
Jamalul firdaus TM Part II,5,sy cmn mau komplen sm driver hr ini. biasa driver lain kalau minta tolong nitip belikan air pasti dibntu klupun gk bisa pasti ngomong enak dibaca tpi gk belaku sm driver yg sy order ni udh gk dibntu pas antr mkn ngoceh lagi. alasn gk mau bntu krn gk diksh tip dan byr pake gopay. jujur sy selama minta tolong klu beli air ttp tak ksh tip pake uang cash dan kedua sy byr pake ebangking dan sy tdk tau klh ebangking sy akan diterus ke gopay. kedua sbnr gk jd masalah mau byr pake gopay atu cash,2025-10-21,0,positif
Nur Rohimatul Zahroh,2,"gk asyik ahh, bayar harus gopay mulu klo Mau diskon makanan..",2025-10-21,1,negatif
Rangga Bahaqi,1,gabisa di cancel,2025-10-21,1,negatif
Muhammad fahrul rozi Hasibuan,1,"sangat tidak manusiawi dengan mitranya, namanya saja mitra tetapi perlakuan tidak seperti mitra, driver seperti sapi perah dibuat aplikasi ini",2025-10-21,2,negatif
Kadir Segaff,1,berakkkkkkkkkkkkk,2025-10-21,1,negatif
Albata Official,5,manfaat banyak potongan diskon ongkir selalu setiap saat ya,2025-10-21,0,positif
Riris Ngesthi,2,tidak ada notifikasi batal yang jelas sampai diulang pesanan juga batal. padahal maaih di kota jalan raya tapi sampai seperti ini mengecewakan pengguna,2025-10-21,1,negatif
R A Hartini,5,Alhamdulillah mempermudah dalam perjalanan semua nya ok,2025-10-21,0,positif
Acintya Yudistin Purbani,1,gojek helpnya kaya gak berguna,2025-10-21,1,negatif
hanny jazz,5,walopun hujan cepet dpt drivernya,2025-10-21,0,positif
Ryan Bamss,1,"udah pake paket espres biar cepet, tapi msh aja harus nunggu 1.5 jam, apa bedanya pake yg reguler klo nyampenya lebih dari sejam, padahal jarak resto ke rumah cuma 15 mnt, sengaja pake gojek biar bagi² rejeki, tapi ga kek gitu juga, nyesel gua pake gojek, bubarin aja udah......",2025-10-21,3,negatif
Noob Lu,1,"udahlah nunggu makanan 1.5 jam, eh ujung ujungnya kebatal otomatis gara gara ga ketemu driver, hadehh",2025-10-21,2,negatif
dini oktaviani,5,"sangat membantu dlm prjlnn ,simple dan driver ny ramah2 ..smg mkin sukses tmbh Jaya mkin lncar hilangkan fitur cancel jg agar mnghindari dri oknum2 org gk jelas..kasian ke driver ny",2025-10-21,1,positif
Mohhamad Bakri,1,terlalu lama untuk mendapatkan driver harus menunggu kurang lebih 1 jam,2025-10-21,1,negatif
WS TV,1,"sumpah yaa lu pada jangan pernah nyoba pesan makanan pake layanan gofood.., sampah banget pelayanannya.. sejam gadapet driver, pesanan gabisa dibatalin.., chat cs juga ga membantu sama sekali.. aplikasi pelayanan antar makanan paling sampah sejauh ini...",2025-10-21,1,negatif
Cikaa A,5,"Aplikasinya si bagus ya,berguna bagi saya yang suka main bisa naik gojek or gocar, MINUS nya 1 ketika beli makanan di gofood atau gomart diskon nya gada yg fungsi harga nya jadi ga ngotak 2x lipat + ongkir, tolong dong harga asli sama di gormart emang sama tapi setelah mau di chek out tuh malah double gede jadi mahal banget pdhl belinya ga 1 barang doang, emang si bisa dilogika in gamau mahal mending langsung beli ke supermarketnya aja, tapi di otakin jga guna nya gomart di apk nya apa🤣",2025-10-21,93,positif
Natha Kumara,1,"aplikasi jelek, server rusak terus",2025-10-21,1,negatif
Dava Syarifudin,1,Heh sebenernya para driver cari uang apa ngapain sih setiap beli makanan selalu driver pada sibuk!!! bikin kesell,2025-10-21,1,negatif
WISNU ADITIYA,1,"masaa baruu Jamm 8 malemm orderan gofood ku di batalin alesannya ga Nemu driver,sampee 3 kali lo",2025-10-21,1,negatif
Yoli Fuspindriwida,5,Sangat recommended,2025-10-21,0,positif
iwan Kartiwa,1,buat gojek tolong untuk aplikasi gofood cancel sistemnya jangan terlalu lama..kasihan ke driver ke 2 dst yg mau ambil order kena omel konsumen padahal bisa saja untuk driver yg mau ambil orderan sebelum masuk/dierima order udah masuk ke driver lain tp gak diambil akhirnya driver yang ke 2 dst kena akibatnya...,2025-10-21,1,negatif
Heni Indriyani,1,"jelek sekarang, kelamaan nunggu dapet driver, udah ditunggu lama baru bisa dibatalin",2025-10-21,1,negatif
hardy ferrysian,1,"pesan gofood area solo, waiting driver sampe 30 menit harusnya kalau dalam 5 menit ga ada driver automatis cancel secara sistem saja tapi ini suruh nunggu lama dan ga bisa di cancel",2025-10-21,2,negatif
Marlina Panjaitan,5,Sangat membantu. Hanya utk Koordinat msh suka geser terutama saat langit berawan.,2025-10-21,0,positif
Razta Woyo,1,"SAMA SEKALI TIDAK MEMBANTU MALAH MENAMBAH MASALAH, PESANAN LEBIH DARI 60 MENIT PADAHAL RESTO LAGI SEPI DAN MALAH TERJADI PEMBATALAN SEPIHAK! LALU APA KOMPENSASI YANG DI DAPAT USER YANG SUDAH MENUNGGU LAMA BERHARAP MAKANAN SAMPAI SESUAI ESTIMASI? KALAU GA NIAT KASIH OPSI PENGANTARAN TUH GA USAH DI KASIH, #SENTIMEN MASYARAKAT MEMPENGARUHI CAPITAL GAIN ANDA",2025-10-21,1,negatif
Naurah Kezia Kusuma,1,"akal²an giliran ada promo besar, mau dipakai malah nggak dapet² driver padahal udah ambil yang cepat",2025-10-21,1,negatif
Febri Arissandi,1,nunggu satu jam setengah dibatalkan sama aplikasi. sangat kecewa,2025-10-21,1,negatif
Efendi Irawan,5,mantap Go-Jek,2025-10-21,0,positif
Abian Askari,5,membantu sekali aplikasi nya dlm berbagai macam aktifitas,2025-10-21,0,positif
aprilia april,1,kenapa kalau hujan tidak ada driver yang mau jemput? takut jadi mermaid semua ya? 😔,2025-10-21,1,negatif
Nita Aziza Nur Qomaria,5,welll. tpi susah kalo pas ujan dapetnya,2025-10-21,0,positif
Tumpal Sirajasonang (maruppak),1,promo parah ga pernah ada gocar/gobike,2025-10-21,1,negatif
Bagus Rahmad Hidayat,3,mohon tambahkan metode pembayaran qris,2025-10-21,0,netral
Tuadhy Rawon,3,"sangat membantu, akan tetapi banyak yang suka mengcancel",2025-10-21,1,netral
Nurul Ayu,5,sukaaaa pkonnya sama apk gojek,2025-10-21,0,positif
leni,4,"masukan aja, karena banyak driver yg rewel tarif di aplikasi 79rb sedangkan driver telfon menanyakan tarifnya berapa ke cust, katanya tarif yg masuk di driver cuma 50rb, driver minta cancel, tapi gak di cancel2, akhirnya cust yg cancel, saran aja di menu cancel itu kan ada pilihan alasan cancel, kasih juga menu upload bukti drivernya, dan ada menu ketik alasan cust cancel secara rinci.",2025-10-21,1,positif
Agil Sahrial,5,yang simpel aja,2025-10-21,0,positif
D安娜,5,min boleh usul saran ngga?? tolong min pilihan bahasa diaplikasi diupdate tambah bahasa mandarin simply kasihan bos aku mau pesan gojek ngga bisa pakai bhs Indonesia dan bahasa Inggris wkwk.,2025-10-21,3,positif
Clara Sri Wahyuni Priastuti,5,"sejauh ini, pelayanan baik. mantaap",2025-10-21,0,positif
Nia Wati,5,Sangat nyman,2025-10-21,0,positif
Poibear,1,minim fitur+kikir,2025-10-21,1,negatif
OSARAO LAIA,5,sangat membantu apknya,2025-10-21,0,positif
Shara Amalia Putri,5,"sangat membantu saya , dalam berjualan online shop",2025-10-21,0,positif
Gandjar GR,1,penyelenggaraan masalah sangat lama,2025-10-21,1,negatif
angelica o.f.s,5,"baguss berguna banget,, sangat membantu",2025-10-21,0,positif
Afrida Ambar Sari,5,"tolong lebih di perhatikan lagi kesejahteraan Driver. pembagian hasil nya harus seimbang jangan sampe merugikan driver. saya sebagai penumpang kadang suka kasihan sama driver2 ojek yg pembagian hasilnya kadang gak sesuai, mitra kalian kan banyak. jadi harus lebih perhatian lagi. terimakasih.",2025-10-21,71,positif
Alvi Hafizal frizzy,5,"transportla,@ol askan",2025-10-21,0,positif
roy rozak1212,5,bisa d andelin,2025-10-21,0,positif
FIRDAUS WIJA KUSUMA,1,uang yang sudah di transfer terus baru diberikan diskon tidak kembali,2025-10-21,1,negatif
Uti Syahrani,1,"kalo buat keperluan ga buru-buru, masih okelah. kalo buat buru-buru kadang ni aplikasi ga bisa diandalin. driver terdekat bejibun di maps, dipilihin yang masih 2-5KM jauhnya. entah gimana mekanisme orderan mereka, kalo di buat buru-buru gabisa diandelin pokonya.",2025-10-21,1,negatif
Budi Santosa new,5,semakin baik dan cepat,2025-10-21,0,positif
Mom Resti,4,"sebaiknya untuk motor listrik jangan dikata gorikan dlam kendaraan lebih besar,karna mnurut saya kurang nyaman dinaiknya untuk cust yg punya bdan besar kya saya🙏 sring dpetnya skrng motor listrik😌",2025-10-21,2,positif
Hengky Budiana,1,"pelayanan buruk, cs sangat lambat dan tidak punya solusi sama sekali dalam menangani kasus pada mitranya.",2025-10-21,2,negatif
Nur safa diandra camelia,1,"Saya merasa TERANCAM dan DIPERMALUKAN. Driver menyentuh paha saya tanpa izin saat perjalanan, Customer service belum memberi solusi. Tidak aman. Perusahaan harus bertanggung jawab, jangan anggap remeh keselamatan penumpang wanita.",2025-10-21,2,negatif
Bang Tamsir,5,mudah dan cepat,2025-10-21,0,positif
Harry Diyah Merry Puspitasari,5,"ok, banyak diskon",2025-10-21,0,positif
Ahza Danish,5,gojek nya baik,2025-10-21,0,positif
Rajik hair,5,"Alhamdulillah drivernya ramah, baru pertama kali pakai aplikasi ini",2025-10-21,0,positif
Susan Hidroponik Jogja,5,selama ini bagus,2025-10-21,0,positif
Devina Damayanti,1,"belum mencet mesen udah kepesen aja, tolong di perbaiki lagi, jadi kepesen 2x",2025-10-21,1,negatif
azis Abdullah,5,okelah bisa membantu di untuk masalah perjalanan,2025-10-21,0,positif
Apriliani 097,1,"pesen dari set 8 baru dapet jam 7.57 mana titiknya jauh. lebih mahal dr grab. padahal udah ambil langganan 3 bulann.... nyesel sumpah... promo nya serebu aja lagi itupun harganya masih lebih mahal dr grab😑 grab 12.500, gojek masih 16.500",2025-10-21,8,negatif
Vrinda Ayra,5,lebih simpel,2025-10-21,0,positif
Risa Choir,5,mengantarkan dengan aman dan nyaman,2025-10-21,0,positif
Salsa Bila,1,no attitude,2025-10-21,1,negatif
Moh Sujono,1,dapet driver nya jauh²,2025-10-21,1,negatif
Rathu Viel Jannah,1,"gojek tolong, saya udah pesan gojek berkali-kali tapi apa gak ada yang mau nerima orderan saya padahal itu untuk anak saya kerumah sakit, ada yang mau nerima tapi setelah itu dia cancel pesanan saya, saya sakit hati pakai gojek anak saya udah susah napas tapi apa apk gojek malah gak bisa di gunakan dengan baik, sudah sering saya diperlakukan seperti ini, semoga kedepannya di perbaiki lagi karena kalian apk gojek anak saya harus kehilangan nyawa",2025-10-21,1,negatif
Yosi Ernawati,5,pelayanan nya baik dan cepat,2025-10-21,0,positif
Mursalih,5,ok.mantab...?,2025-10-21,0,positif
Nurhayati,5,sangat mrmbantu,2025-10-21,0,positif
ade eviyanti,2,"Limit gopay later di kasih buat apa?ga bisa di pke...percuma aja..gopay later emang aturannya begitu ya?tiap berapa bulan sekali di blokir,pdhal pembayaran lancar,tidak pernah telat apa lagi nunggak.ini udah kedua kl nya di blokir.apa emang bgitu aturannya,0dhal bbrp bulan lalu baru nambah limitnya.kok aneh ya?",2025-10-21,1,negatif
Chikaa Rosii,5,nyaman sopan dan baik driver nya,2025-10-21,0,positif
Tiana Tia,1,"Sorry gojek, tapi beberapa driver kalian cukup banyak yg mengecewakan saya, dari yg perhitungan, minta tip padahal bikin tidak nyaman selama perjalanan, dan beberapa tidak sopan. Padahal dulu selalu menggunakan gojek, tapi mungkin sudah waktunya berganti 🙏",2025-10-21,1,negatif
Sapari Sapari,5,"Bagus ,aplikasi ceupat!",2025-10-21,0,positif
Hita Riyanto,5,"mudah ,cepat",2025-10-21,0,positif
Langit Biru,1,aplikasi parah,2025-10-21,1,negatif
kemal kemil,5,masih membantu,2025-10-21,0,positif
Didi Rahmaedi,1,lucunya aplikasi ini pas login memesan makan ga bisa tiba tiba akun anda di bekukan. jadi males pake gojek sekarang,2025-10-21,3,negatif
muhammad habibi,1,aplikasi buruk kalau ada masalah sama driver tidak di temukan atau apa apa itu konfirmasi secepatnya ini nggak nunggu ber jam jam tiba tiba di batalin atau ada masalah lain masalahnya bukan sekali dua kali begini tolong lebih di perhatikan lagi kenyamanan pembeli,2025-10-20,1,negatif
Agustinus Kenzie,4,App err trs gojek cs ny..,2025-10-20,0,positif
NObRu JR,1,aplikasih sangat tidak rekomendasi pesanan di cencel tapi saldo ga balik. jangan dowload aplikasi ini,2025-10-20,2,negatif
Oetamy Woelandari,5,g pernah ggl dlm pelayanan customer,2025-10-20,0,positif
Januar Choradi,1,"mahal smuanya mahal, udah bikin gojek plus tapi minimal bayar gede banget baru dapet diskon, dan diskon nya pun minim. lebih bagus aplikasi sebelah",2025-10-20,3,negatif
Khairahasna Mulyo,5,bayak promo/hematnya,2025-10-20,0,positif
Ivan Fadillah,5,"gojek terbaik, sangat membantu dan memudahkan 👍",2025-10-20,0,positif
Hari Saputra Siregar,1,"sedikit kecewa, dari pada awal adanya gojek ini😒",2025-10-20,2,negatif
Chaliza Bebby Ewys,5,Excellence,2025-10-20,0,positif
Ratih Paramadina Sulistyo,1,"suka sama layanan gojeknya, tapi not like sama layanan GoInvestasinya (satu aplikasi) banyak kendala, CS tidak responsif dan layanan aduannya tidak bisa dihubungi. investasi jadi tidak jelas.",2025-10-20,1,negatif
Arif Setiawan,5,memudahkan perjalanan ketika gadak angkot yang lewat,2025-10-20,1,positif
Tuty 13,5,mantapppp banyak promonya,2025-10-20,0,positif
Hnx Storia,1,Order ke resto yg jaraknya hanya 2km dari lokasi saya kenapa bisa makan waktu 1jam 18menit???,2025-10-20,2,negatif
Helin Suryanti,5,"Bagus,yg semangat kerjanya ya",2025-10-20,0,positif
Ratu Meddia Cinta,5,aplikasi yang sangat memudahkan untuk transportasi,2025-10-20,0,positif
raffi renanda,1,"penurunan kualitas, sekarang kalo pesen makanan harus nunggu 1 jam dulu, woiii developer, gua pesen makanan karena laper oiii, pengen buru² makan malah nunggu 1 jam baru dikirim, gabisa diandalkan ni gofood sekarang, mending app oren",2025-10-20,12,negatif
mufthi zahra,4,ini kalau ga milih pengantaran express selalu di lama lama in gtu ya? kenapa ga balik ke fitur yg dulu aja ? pilih fitur express malah nambah biaya. kalau ga dipilih malah ngelama²in anter pesanan atau bukan prioritas,2025-10-20,11,positif
Um Andri,5,aplikasi gojek,2025-10-20,0,positif
Ghery Jay,3,"driver susah dapet, sekali dapet ganti driver lagi, bikin nunggu kelamaan",2025-10-20,2,netral
Benny Irawan,2,"melihat saldo gopay saja sulit, cuma ada angka awal sudah itu titik titik, di klik malah masuk ke riwayat transaksi 😓",2025-10-20,4,negatif
nelly agustine,5,"sy br ketemu driver baik bgt, dia lihat aplikasi, dia blg tol sm ga tol cm beda 5 menit, jd ga usah tol aja ya bu, sayang duitnya 😀",2025-10-20,0,positif
gatot setiabudi,5,"Pengemudi sangat ramah , menyenangkan",2025-10-20,0,positif
Ebit Natanael Pasaribu ITB,5,murah cepat dan ramah,2025-10-20,0,positif
Dimas Azka,3,"App ngebug sering force close padahal aplikasi lain aman, device Poco f6",2025-10-20,7,netral
Umi Salsa channel,5,Banyak Bonus + Promo (saya langganan GO-JEK Plus karena harganya murah bagi saya),2025-10-20,0,positif
Official Zipperloop,5,pokoknya kalau pergi kemana atau mau anterin makan jangan lupa pakai aplikasi GO-JEK no ribet dan gampang di gunain ya,2025-10-20,0,positif
Windi Krisna,5,bagus recommended,2025-10-20,0,positif
Pisang Goreng,1,"aplikasi anjingg emang masa nunggu driver pas berhenti hujan ga Nemu Nemu kontollllll, aplikasi biadaabbbb",2025-10-20,3,negatif
shafa cinnamon,2,"Gojek nya ngeleg banget udah nunggu 15 menit nggak nyampe-nyampe, eh malah dibatalin sama sistemnya. Udah gitu nggak bisa ngechat drivernya lagi. Bikin mood turun aja",2025-10-20,2,negatif
jhos nichole,5,aplikasi yang bagus untuk digunakan kemana saja berpergian kemana saja juga sangat mudah digunakan dan banyak promo yang berguna,2025-10-20,1,positif
Padila Apriani,1,"setiap gofood selalu saja susah dapat driver. selain itu waktu nya selalu mentok di 18 menit padahal sudah lebih 1 jam saya order. kejadian ini bukan hanya sekali dua kali, berkali kali setiap saya order. chat CS juga ga guna, tidak ada solusi, opsi terbatas.",2025-10-20,21,negatif
Novalino Prasetio,5,"Sebenarnya udah bagus, cuman map nya aja yang kurang tepat",2025-10-20,0,positif
Roy Tambunan,1,apa apan anjg ga bisa di buka,2025-10-20,2,negatif
FITRI HANDAYANI,5,solusi saat banyak agenda,2025-10-20,0,positif
Muhammad Tegar,5,Alhamdulillah enak,2025-10-20,0,positif
Yanti Maulida,1,"jangan didownload aplikasi nya banyak bug,terus error keluar👆",2025-10-20,1,negatif
Iam Sherra,5,"mantap menjemput tepat waktu,driver driver tqnguh",2025-10-20,0,positif
Resti ulandari,5,sangat bermanfaat sekali dan membantu sekali,2025-10-20,0,positif
Emirat Permana,5,"simple, cepat",2025-10-20,0,positif
Icky Adibrata,2,"jalur utama tujuan jalur sibuk malah sebaliknya..tapi cari driver semakin jauh , mudah di cancel oleh driver..padahal sekitaran banyak driver😮‍💨",2025-10-20,1,negatif
Nur Fatimah,5,"apk nya bagus, ga ribet juga buat anak² pulang sekolah atau mau kemana² yang lagi ga ada kendaraan, driver nya juga baik² semua dan ramah, sukses trs gojek",2025-10-20,1,positif
Hafidh Yusuf,3,go pulsa kok eror terus ya ?,2025-10-20,1,netral
Alfian Arief,4,tolong diadakan fitur upload foto untuk gofood... agar jika ada makanan atau minuman yg diorder tidak sesuai ekspetasi bisa dinilai/rating sambil upload fotonya utk bukti...,2025-10-20,2,positif
Jack Hunter,5,bagus dan kurirnya ramah.,2025-10-20,0,positif
Riena Mutiarawati,5,Drivernya ramah dan sopan....trm ksh 🙏🏽,2025-10-20,0,positif
Khairunnisa salsabila Irawan,4,"sgt bagus, tapi kenapa ongkir beli makanan nya semakin mahal",2025-10-20,0,positif
Muhammad Andrew,5,"pelayanan yg kurang ramah dan meminta tip secara paksa, keterlambatan waktu dan berbicara kotor",2025-10-20,0,positif
Yayat 1990,5,Profesional Tarifnya berikan keringanan,2025-10-20,0,positif
Emma Nurdiamah,5,sangat membantu sekali. kalo ga ada yg bisa antar jemput aplaagi kalo banyak promo nya hehe,2025-10-20,0,positif
Sutini Sutini,1,ga akan pake lagi aplikasi ini!,2025-10-20,1,negatif
E Di,5,bagus dan sopan,2025-10-20,0,positif
Setiyawan _,5,"BEST. HP KETINGGALAN DI MOBIL DRIVER LAPOR AKE GOJEKNYA LANGSUNG YANG ADA DI STASIUN DI PASAR TURI LANGSUNG DIBANTU, DAN LANGSUNG KETEMU JUGA.",2025-10-20,0,positif
Fiqry Sumanta,5,gojek kok jadi berat ya apk nya...semenjak ganti logo,2025-10-20,0,positif
Heni Kurniawati,5,mitra andalan,2025-10-20,0,positif
Ayu Rahajeng,2,kenapa apps nya jadi sering lemot si .. ini aku mau gosend.. lemot parah . dan titik lokasi jga gak bisa disearch .,2025-10-20,1,negatif
Bono Maker,1,lama2 makin mahal....,2025-10-20,1,negatif
Su Karman,5,Bagus aplikasi ny sangat membantu dalam perjalanan saya,2025-10-20,1,positif
Aljam Napil,5,mudah dan simple,2025-10-20,0,positif
Herawati Nugraha,5,"sejauh ini ga pernah ada kendala , selalu lancar, ngbantu bgt ! suka bgt sama aplikasi nya , berguna bgt , makasih 🥰",2025-10-20,0,positif
Eem Herman,5,tolong kasih bonus ke driver yg jujut dan rajin,2025-10-20,0,positif
Buyung Maharjo,4,selalu lebih murah,2025-10-20,0,positif
Rexy Mitra,1,"ingat,pungutan yang tidak ada undang undang nya adalah uang Haram dan tempat nya di neraka jahannam",2025-10-20,2,negatif
Yaneke Kaemong,5,"nyaman,bersih,ramah ,ketepatan penjemputan.",2025-10-20,0,positif
Ady Senja,3,Pesan jam 8.52 wib di resto udah selsai jam 9.19wib driver dapet jam 10.35wib cepet baget cepet buat hpus apknya,2025-10-20,1,netral
Lucas Lewier,5,the best trans online in town,2025-10-20,0,positif
Aprillio Silva,5,kemana mana selalu pake Gojek sangat membantu dan senang,2025-10-20,0,positif
Putry Dyas,5,"suka dengan promo hemat, memudahkan untuk bertransportasi",2025-10-20,0,positif
Syifa Intan Nurfadilah,5,"Langganan sejak dari dulu, alhamdulillah smga berkah dan sukses terus gojek 🙏",2025-10-20,0,positif
Beny Botak,5,nice aplication thks gojek uda banyak membantu 🙏🙏👍,2025-10-20,0,positif
Ernis Sukmawati,1,kasihan driver nya... sekarang driver pake slot... klo g ada slot g dapat order tidak dapat mensejahterakan karyawan.,2025-10-20,2,negatif
Marlisa KurniaPutri,4,puas dgn pelayanan nya,2025-10-20,0,positif
Tris Mulyadi,5,ok mantep aplikasinya.,2025-10-20,0,positif
Jazmine Denton,5,pemesanan ojek online jadi lebih mudah,2025-10-20,0,positif
Reza Permata Sari,1,GAK USAH DEH GOJEK DI BEDAIN PAKE INSTAN BIASA ATAU INSTAN HEMAT DI STASIUN!! SAYA PESAN BIASA LEBIH MAHAL SUPAYA LEBIH CEPET MALAH SAMA AJA!!! GILA YA TOLONG PERBAIKI LAGI DEH SISTEM YG GAK JELASNYA,2025-10-20,2,negatif
Gagik Ronde,5,"bagus,cepat",2025-10-20,0,positif
sarwono n putra,1,gojek Pe 'ak. error terus. di install ulang juga gak bisa,2025-10-20,2,negatif
Falah Muhamad,1,"Aneh masa bisa terima order tp driver tidak merasa, perbaiki dong. Payah perbaikin sistem mapsnya tolol bgt, komis udh diambil plg gede ke driver konsumen yg jdi korban gblok!!!!",2025-10-20,2,negatif
Icha Hariani,5,so far belum pernah kecewa dengan layanan gojek maupun gofood. semoga gojek selalu memberi pelayanan terbaik untuk pelanggannya.,2025-10-20,0,positif
Gabriella Amanda,1,"kocak amat aplikasinya, langganan goplus di iming imingi promo 10k di setiap perjalanan eh taunya cuman kepotong 1k anjir 🥲🥲🥲 licik kayak ular cara mainnya, setidaknya kalo nyari untung tetap pake akal sehat ya... masak nominal ongkos perjalanan 5km sama 1km sama, KAYAK? aplikasi gak guna, kadang ada promo yang gak bisa digunain di daerah daerah tertentu plislah pengguna gojek bukan cuma jabodetabek jadi tolong semua promo yang ada bisa di claim di seluruh provinsi di Indonesia 🙏🏻",2025-10-20,13,negatif
Samsul Bahri,5,xwwm🤡😋😋😋😋🤡😋😋😋😋😋😌😌😌😌😌💂💂👩‍🔧👨‍💼🧕👨‍🎤👨‍🎤,2025-10-20,0,positif
Kamus Marbawi,5,"gunakan jasa online,jika ingin bepergian...",2025-10-20,0,positif
pinapina shima,4,kadang bagus kadang ngga tapi good lah,2025-10-20,0,positif
Vincencia Juliana,5,aplikasinya ok cm kadang kendaraan yg kita pesan itu ng sesuai standart.ada yg sdh jelek ng terawat,2025-10-20,0,positif
Bowo Bochil,5,Verry good,2025-10-20,0,positif
Budi Santoso,1,map gapernah sesuai. bayar lebih juga lama dapetnya kecewa,2025-10-20,1,negatif
Nur Bani Ayunda,2,"gajelas mencet sekali masa dpt 2 driver yg bener sih cape bgt ga cuman sekali dua kali kaya gini, udh sering, kirain emg hpnya yg rusak tp ini posisinya ga ngelag samsek tbtb gitu",2025-10-20,1,negatif
amirul amiru,5,mantul poko e👍👍👍,2025-10-20,0,positif
Marlina Wahid,5,"Good.,.,. 👌 🤙 I like,.,.,., 🫰 🤌",2025-10-20,0,positif
Fredy Aljabar,5,"mantap lah, segala sesuatu jadi mudah",2025-10-20,0,positif
Nailah Putri Syafii,1,semakin dipakai semakin mahal,2025-10-20,2,negatif
Topan Surya,1,sama kaya gopai apk g jelas main blokir awas gopai apk maling,2025-10-20,2,negatif
Mas Azis,5,sangat membantu terimakasih,2025-10-20,0,positif
Uni Yen,2,"banyak driver driver nakal di rangkas saat tiket kereta mlm habis .. mereka minta tambah ongkos ,, minta tambah cas bayi ,, minta tambah ongkos dng alasan tidak lewat tol .. ada juga yg sudah di jln minta cansel ,, biar uangnya masuk kantong mereka .. tolong sistemnya di perbaiki .. saya sebagai pelanggan merasa di peras jika perjalanan pulang mlm hari..",2025-10-20,1,negatif
Anton Kurnia84,5,sangat bermanfaat byk fungsinya fiturnya bnyk,2025-10-20,0,positif
Titi Maria,3,makin ksni makin gak masuk akal pesan dari jam 2 makanannya di siapain baru jam setengah 4,2025-10-20,1,netral
Muhammad Dirhammm,5,mempermudah menepuh perjalanan,2025-10-20,0,positif
Bondan Dwi Prakoso,4,server kami lagi padat merayap🤦,2025-10-19,0,positif
Kampleng Plengg,2,gak bisa kebuka karna email lama lupa!,2025-10-19,1,negatif
Ilham Ramadhan,1,selalu dapat driver yang posisi nya jauh dan tentu itu memakan waktu,2025-10-19,1,negatif
Bocor Ngarep,5,ok lah paling mudah,2025-10-19,0,positif
